gene	symbol	biotype
ENSG00000223972.5	DDX11L1
ENSG00000273851.1	RP11-809H16.3
ENSG00000259265.1	RP11-809H16.4
G028026	Unknown
ENSG00000212766.9	EWSAT1
ENSG00000259222.2	RP11-809H16.5
G028027	Unknown
ENSG00000281169.1	AC027088.1
G028028	Unknown
G028029	Unknown
G028030	Unknown
G028031	Unknown
G028032	Unknown
ENSG00000138604.9	GLCE
ENSG00000266374.1	AC026512.1
G028034	Unknown
ENSG00000265047.3	AC026992.1
ENSG00000241774.3	RN7SL438P
G028035	Unknown
G028036	Unknown
ENSG00000261634.3	RP11-352D13.6
ENSG00000259504.2	RP11-352D13.5
ENSG00000137819.13	PAQR5
ENSG00000221376.1	SNORA77
ENSG00000252972.1	RNA5SP398
ENSG00000259645.1	RP11-253M7.6
ENSG00000259426.5	RP11-253M7.1
ENSG00000207395.1	Y_RNA
ENSG00000137807.13	KIF23
ENSG00000259191.2	RP11-253M7.3
ENSG00000137818.11	RPLP1
ENSG00000207119.2	U3
ENSG00000259215.1	RP11-253M7.4
XLOC_011518	NotAvail
ENSG00000245750.7	DRAIC
G028044	Unknown
ENSG00000259457.1	RP11-279F6.2
ENSG00000259641.5	PCAT29
G028049	Unknown
G028045_grp1	Unknown
ENSG00000238870.1	AC009677.1
G028050	Unknown
G028051	Unknown
G028045_grp2	Unknown
G028052	Unknown
G028054	Unknown
ENSG00000259496.2	RP11-19J5.1
G028055	Unknown
ENSG00000259309.1	RP11-19J5.2
ENSG00000259703.5	LINC00593
G028056	Unknown
G028058	Unknown
XLOC_011519	NotAvail
G028060	Unknown
G028061	Unknown
G028062	Unknown
G028063	Unknown
ENSG00000140332.15	TLE3
ENSG00000207965.1	MIR629
G028065	Unknown
G028066	Unknown
G028067_grp1	Unknown
LCAG_023138	NotAvail
G028069	Unknown
ENSG00000200216.2	RNU6-745P
ENSG00000259252.1	AC011648.1
G028076	Unknown
XLOC_011520	NotAvail
ENSG00000259503.1	RP11-543G18.1
G028078	Unknown
G028079	Unknown
G028080	Unknown
G028081	Unknown
G028067_grp2	Unknown
ENSG00000259473.1	RP11-96C21.1
G028085	Unknown
G028086	Unknown
ENSG00000280639.1	RP11-96C21.2
G028087	Unknown
G028088	Unknown
ENSG00000259227.2	RP11-64K10.1
ENSG00000281264.1	SALRNA3
G028092	Unknown
G028093	Unknown
ENSG00000280515.1	SALRNA2
ENSG00000137831.14	UACA
ENSG00000259532.1	RP11-138H8.2
ENSG00000274297.1	RP11-138H8.8
ENSG00000259624.1	RP11-138H8.3
G028097	Unknown
ENSG00000259452.2	RP11-138H8.4
ENSG00000235420.7	RPL29P30
G028101	Unknown
ENSG00000166173.10	LARP6
ENSG00000259744.1	RP11-138H8.6
ENSG00000137821.11	LRRC49
ENSG00000259470.2	KRT8P9
ENSG00000129028.8	THAP10
ENSG00000242276.2	RPL5P3
G028107	Unknown
XLOC_011298	NotAvail
ENSG00000187720.14	THSD4
ENSG00000225362.8	CT62
G028110	Unknown
ENSG00000259964.6	THSD4-AS1
ENSG00000259781.1	RP11-673C5.1
G028114	Unknown
G028115	Unknown
ENSG00000212664.5	RP11-592N21.1
ENSG00000260586.1	RP11-592N21.2
G028116	Unknown
G028117	Unknown
ENSG00000278408.1	RP11-1123I8.1
THSD4-AS2	THSD4-AS2
G028120	Unknown
ENSG00000274096.1	AC104938.1
G028121	Unknown
XLOC_011299	NotAvail
ENSG00000278570.4	NR2E3
ENSG00000260037.5	CTD-2524L6.3
ENSG00000066933.15	MYO9A
G028125	Unknown
G028126	Unknown
ENSG00000200873.1	RNA5SP399
G028128	Unknown
ENSG00000261632.1	RP11-390D11.1
ENSG00000260576.1	EIF5A2P1
ENSG00000222094.1	RNU2-65P
ENSG00000223253.1	AC022872.1
ENSG00000166192.14	SENP8
ENSG00000243568.2	RP11-2I17.1
G028142	Unknown
ENSG00000260173.1	RP11-2I17.4
G028144	Unknown
ENSG00000175318.11	GRAMD2
ENSG00000067225.17	PKM
ENSG00000137817.16	PARP6
ENSG00000273025.1	RP11-106M3.5
G028147	Unknown
ENSG00000261460.1	RP11-106M3.3
ENSG00000140488.14	CELF6
ENSG00000260729.1	RP11-106M3.2
G028150	Unknown
ENSG00000213614.9	HEXA
ENSG00000260339.1	HEXA-AS1
ENSG00000243007.1	RP11-106M3.1
ENSG00000187806.7	TMEM202
ENSG00000261423.1	RP11-1007O24.3
ENSG00000271072.1	PHBP20
G028160	Unknown
XLOC_011523	NotAvail
ENSG00000261187.1	RP11-1007O24.2
ENSG00000166233.12	ARIH1
ENSG00000207690.1	MIR630
G028163	Unknown
ENSG00000260534.1	RP11-1006G14.4
G028164	Unknown
G028165	Unknown
G028166	Unknown
ENSG00000278313.1	RP11-1006G14.5
ENSG00000260144.1	RP11-361M10.3
ENSG00000259783.5	RP11-1006G14.2
ENSG00000260672.1	RP11-1006G14.1
G028161	Unknown
ENSG00000259909.1	RP11-1006G14.3
G028167	Unknown
ENSG00000215186.6	GOLGA6B
ENSG00000274350.1	RN7SL853P
ENSG00000175202.3	HIGD2B
ENSG00000261281.1	RP11-361M10.4
ENSG00000140463.13	BBS4
G028171	Unknown
G028172	Unknown
ENSG00000159322.17	ADPGK
ENSG00000260898.5	ADPGK-AS1
G028176	Unknown
ENSG00000259259.1	NPM1P42
G028180	Unknown
G028182	Unknown
G028185	Unknown
ENSG00000067141.16	NEO1
ENSG00000259691.2	FKBP1AP2
ENSG00000259440.2	NPM1P43
ENSG00000259528.1	RP11-272D12.2
ENSG00000138622.3	HCN4
ENSG00000259650.1	RP11-272D12.1
ENSG00000183324.10	REC114
ENSG00000259186.1	MRPS15P1
G028190	Unknown
ENSG00000156642.16	NPTN
G028192	Unknown
ENSG00000281183.1	NPTN-IT1
G028193	Unknown
G028194	Unknown
XLOC_011304	NotAvail
ENSG00000103855.17	CD276
ENSG00000276807.1	RP11-8P11.4
G028197	Unknown
ENSG00000205363.5	C15orf59
ENSG00000260469.2	C15orf59-AS1
G028199	Unknown
XLOC_011525	NotAvail
ENSG00000260624.1	RP11-24D15.1
ENSG00000167139.8	TBC1D21
G028203	Unknown
ENSG00000222064.1	AC108137.1
G028204	Unknown
ENSG00000261801.5	LOXL1-AS1
XLOC_011306	NotAvail
ENSG00000129038.15	LOXL1
XLOC_011307	NotAvail
ENSG00000067221.13	STOML1
G028209	Unknown
ENSG00000140464.19	PML
G028211	Unknown
XLOC_011308	NotAvail
XLOC_011309	NotAvail
ENSG00000260096.1	DNM1P33
ENSG00000159289.6	GOLGA6A
ENSG00000278604.1	RN7SL429P
ENSG00000214702.6	RP11-247C2.1
ENSG00000167178.15	ISLR2
ENSG00000274013.1	AC010931.1
ENSG00000248540.2	RP11-247C2.2
ENSG00000261543.1	RP11-665J16.1
ENSG00000278348.1	Metazoa_SRP
ENSG00000129009.12	ISLR
ENSG00000137868.18	STRA6
ENSG00000259264.5	RP11-60L3.1
G028227	Unknown
ENSG00000140481.13	CCDC33
ENSG00000280309.1	RP11-60L3.3
ENSG00000261384.1	RP11-60L3.2
ENSG00000277749.1	RP11-60L3.6
ENSG00000140459.17	CYP11A1
G028226	Unknown
ENSG00000260266.1	CTD-2311M21.2
ENSG00000261821.2	CTD-2311M21.3
G028231	Unknown
G028232	Unknown
ENSG00000274937.1	CTD-2311M21.4
ENSG00000277718.1	CTD-2311M21.5
G028234	Unknown
G028235	Unknown
G028237	Unknown
ENSG00000138623.9	SEMA7A
ENSG00000277391.1	MIR6881
ENSG00000138629.15	UBL7
ENSG00000247240.7	UBL7-AS1
G028241	Unknown
ENSG00000260103.2	RP11-10O17.1
G028244	Unknown
ENSG00000261775.1	RP11-10O17.3
ENSG00000212279.2	SNORD77
G028245	Unknown
G028246	Unknown
G028247	Unknown
XLOC_011313	NotAvail
G028250	Unknown
G028251	Unknown
G028252	Unknown
G028253	Unknown
G028254	Unknown
ENSG00000179361.17	ARID3B
ENSG00000179335.18	CLK3
ENSG00000275527.1	CTD-3154N5.2
G028257	Unknown
ENSG00000260919.1	CTD-3154N5.1
ENSG00000179151.11	EDC3
ENSG00000140465.13	CYP1A1
ENSG00000140505.6	CYP1A2
ENSG00000103653.16	CSK
ENSG00000264386.1	MIR4513
G028264	Unknown
ENSG00000140506.16	LMAN1L
ENSG00000261606.5	RP11-414J4.2
ENSG00000213578.5	CPLX3
ENSG00000140474.12	ULK3
ENSG00000275411.1	MIR6882
ENSG00000140497.16	SCAMP2
G028266	Unknown
ENSG00000178802.17	MPI
ENSG00000178761.14	FAM219B
ENSG00000178741.11	COX5A
ENSG00000178718.6	RPP25
ENSG00000198794.11	SCAMP5
G028269	Unknown
ENSG00000261813.2	RP11-151H2.3
ENSG00000199580.1	Y_RNA
G028271	Unknown
ENSG00000273798.1	AC015720.1
ENSG00000260483.2	RP11-151H2.1
ENSG00000138621.11	PPCDC
G028274	Unknown
G028275	Unknown
G028273	Unknown
ENSG00000260152.2	RP11-69H7.4
ENSG00000203411.3	Metazoa_SRP
ENSG00000252722.1	SCARNA20
G028278	Unknown
G028279	Unknown
G028280	Unknown
G028281	Unknown
G028282	Unknown
G028283	Unknown
ENSG00000240366.1	RPL36AP45
G028285	Unknown
ENSG00000167173.18	C15orf39
ENSG00000261779.1	RP11-69H7.3
XLOC_011532	NotAvail
ENSG00000260660.1	RP11-69H7.2
ENSG00000264950.1	AC113208.1
ENSG00000260104.1	RP11-817O13.1
ENSG00000261205.2	NIFKP4
ENSG00000167195.7	GOLGA6C
ENSG00000140478.14	GOLGA6D
ENSG00000277295.1	RN7SL489P
ENSG00000275992.1	RN7SL327P
ENSG00000260357.1	DNM1P34
ENSG00000259790.1	ANP32BP1
ENSG00000140365.15	COMMD4
G028293	Unknown
ENSG00000275645.1	RP11-817O13.9
ENSG00000140398.13	NEIL1
ENSG00000207636.1	MIR631
ENSG00000140400.14	MAN2C1
ENSG00000260274.1	RP11-817O13.8
ENSG00000169375.15	SIN3A
ENSG00000241890.1	RPL13P4
ENSG00000261714.2	CTD-2562G15.2
ENSG00000276744.1	CTD-2562G15.3
G028299	Unknown
G028300	Unknown
ENSG00000169410.9	PTPN9
ENSG00000260165.1	CTD-2323K18.3
ENSG00000259931.2	CTD-2323K18.2
ENSG00000260269.5	CTD-2323K18.1
ENSG00000281061.1	Metazoa_SRP
G028304	Unknown
ENSG00000169371.13	SNUPN
ENSG00000260235.1	CTD-2026K11.3
ENSG00000260206.1	CTD-2026K11.2
ENSG00000177971.8	IMP3
ENSG00000275454.1	CTD-2026K11.4
ENSG00000274515.1	CTD-2026K11.5
ENSG00000173548.8	SNX33
G028307	Unknown
ENSG00000173546.7	CSPG4
ENSG00000260892.1	CTD-2026K11.1
ENSG00000203392.3	CTD-2026K11.6
G028311	Unknown
ENSG00000182950.2	ODF3L1
ENSG00000246877.1	DNM1P35
ENSG00000260288.3	RP11-24M17.4
ENSG00000260815.3	RP11-24M17.3
ENSG00000261043.3	RP11-24M17.6
ENSG00000274496.1	MIR4313
ENSG00000187812.12	RP11-24M17.5
ENSG00000241807.3	RN7SL319P
ENSG00000261820.1	DNM1P49
G028321	Unknown
ENSG00000140367.11	UBE2Q2
ENSG00000266308.2	RN7SL510P
ENSG00000167196.13	FBXO22
FBXO22-AS1	FBXO22-AS1
ENSG00000169752.16	NRG4
ENSG00000260685.1	RP11-326L17.1
ENSG00000169758.12	C15orf27
ENSG00000259422.1	RP11-593F23.1
ENSG00000140374.15	ETFA
ENSG00000196274.5	Metazoa_SRP
ENSG00000259581.3	TYRO3P
G028328	Unknown
G028329	Unknown
ENSG00000159556.9	ISL2
ENSG00000259514.1	RP11-685G9.2
ENSG00000270036.1	RP11-685G9.4
LCAG_022623	NotAvail
ENSG00000140386.12	SCAPER
ENSG00000261232.2	RP11-331H13.1
ENSG00000266449.1	MIR3713
G028333	Unknown
ENSG00000201510.1	RN7SKP217
ENSG00000117906.13	RCN2
G028336	Unknown
ENSG00000243365.3	RN7SL278P
ENSG00000259565.2	KRT8P23
G028338	Unknown
ENSG00000140368.12	PSTPIP1
ENSG00000140391.14	TSPAN3
ENSG00000259652.1	RP11-797A18.3
ENSG00000280730.1	AC090181.1
ENSG00000278991.1	RP11-797A18.5
ENSG00000269951.1	RP11-797A18.6
G028343	Unknown
ENSG00000173517.10	PEAK1
G028344	Unknown
G028346	Unknown
ENSG00000259722.2	RP11-94P14.1
LINC00597	LINC00597
ENSG00000230459.3	RP11-741G21.1
ENSG00000140382.14	HMG20A
G028351	Unknown
ENSG00000279033.1	RP11-500C12.1
G028352	Unknown
G028353	Unknown
ENSG00000259362.2	RP11-307C19.1
G028357	Unknown
ENSG00000259420.5	RP11-307C19.2
ENSG00000169783.12	LINGO1
ENSG00000259666.2	LINGO1-AS1
ENSG00000259281.1	LINGO1-AS2
XLOC_011316	NotAvail
ENSG00000280359.1	CTD-2071N1.2
ENSG00000259213.1	CTD-2071N1.1
G028363	Unknown
G028364	Unknown
G028366	Unknown
ENSG00000260139.6	CSPG4P13
ENSG00000260776.5	RP11-114H24.2
ENSG00000261244.1	RP11-114H24.7
ENSG00000242066.3	RN7SL214P
ENSG00000214646.8	RP11-114H24.4
ENSG00000261403.1	RP11-114H24.3
ENSG00000261143.1	ADAMTS7P3
CRCAG_042235	NotAvail
ENSG00000167202.11	TBC1D2B
G028373	Unknown
LOC91450	LOC91450
ENSG00000259792.1	RP11-114H24.6
ENSG00000221476.1	MIR1827
ENSG00000183476.12	SH2D7
G028374	Unknown
ENSG00000199633.1	SNORA63
G028376	Unknown
ENSG00000136425.12	CIB2
ENSG00000166411.13	IDH3A
ENSG00000260988.1	RP11-285A1.1
XLOC_011537	NotAvail
ENSG00000103740.9	ACSBG1
ENSG00000259708.1	RP11-762H8.3
ENSG00000140403.12	DNAJA4
ENSG00000140395.8	WDR61
ENSG00000272418.1	RP11-762H8.4
ENSG00000259562.2	RP11-762H8.2
ENSG00000259322.1	RP11-762H8.1
ENSG00000277482.1	RP11-762H8.5
G028394	Unknown
CRCAG_042240	NotAvail
G028395	Unknown
G028397	Unknown
ENSG00000281816.1	AC090607.1
ENSG00000279694.1	RP11-5O23.2
ENSG00000166426.7	CRABP1
G028399	Unknown
ENSG00000259413.2	RP11-5O23.1
ENSG00000136381.12	IREB2
ENSG00000259474.1	RP11-650L12.1
ENSG00000188266.13	HYKK
ENSG00000279373.1	RP11-650L12.4
ENSG00000041357.15	PSMA4
G028404	Unknown
ENSG00000169684.13	CHRNA5
ENSG00000261762.1	RP11-650L12.2
ENSG00000080644.15	CHRNA3
ENSG00000279421.1	RP11-335K5.3
ENSG00000117971.11	CHRNB4
ENSG00000259555.1	RP11-335K5.2
ENSG00000261303.5	RP11-160C18.2
ENSG00000213307.4	RPL18P11
G028412	Unknown
ENSG00000273512.1	RP11-160C18.5
ENSG00000238166.2	RP11-160C18.4
G028415	Unknown
ENSG00000136378.14	ADAMTS7
ENSG00000185787.14	MORF4L1
G028417	Unknown
ENSG00000243711.1	RPL21P116
G028424	Unknown
ENSG00000252061.1	RNU6-415P
ENSG00000279235.1	RP11-16K12.2
G028425	Unknown
G028426	Unknown
ENSG00000103811.15	CTSH
ENSG00000058335.15	RASGRF1
G028430	Unknown
ENSG00000177699.4	RP11-16K12.1
G028431	Unknown
G028433	Unknown
G028434	Unknown
ENSG00000239022.1	AC069082.1
G028436	Unknown
G028437	Unknown
ENSG00000259234.5	ANKRD34C-AS1
ENSG00000207695.1	MIR184
G028440	Unknown
XLOC_011325	NotAvail
G028439	Unknown
ENSG00000259419.2	HNRNPCP3
ENSG00000235711.4	ANKRD34C
ENSG00000166557.12	TMED3
G028445	Unknown
ENSG00000266543.1	AC027811.1
G028448	Unknown
G028449	Unknown
ENSG00000169330.8	KIAA1024
G028451	Unknown
G028452	Unknown
ENSG00000259493.2	RP11-621H8.2
G028454	Unknown
ENSG00000259208.2	RP11-621H8.1
ENSG00000260674.2	RP11-591L14.2
ENSG00000213527.5	RP11-591L14.1
G028456	Unknown
ENSG00000259229.2	RP11-38G5.3
ENSG00000252995.1	RNU6-667P
ENSG00000259548.1	RP11-38G5.2
ENSG00000136371.9	MTHFS
ENSG00000261229.5	MTHFS
ENSG00000259332.2	ST20-MTHFS
ENSG00000279394.1	RP11-81A1.4
ENSG00000180953.11	ST20
G028461	Unknown
ENSG00000278600.1	RP11-81A1.6
ENSG00000259642.2	ST20-AS1
ENSG00000259770.2	RP11-81A1.3
ENSG00000140379.7	BCL2A1
G028466	Unknown
ENSG00000271364.1	RP11-81A1.8
ENSG00000279719.1	RP11-81A1.7
ENSG00000279705.1	RP11-758M2.1
G028469	Unknown
ENSG00000275460.1	Metazoa_SRP
ENSG00000086666.18	ZFAND6
ENSG00000103876.11	FAH
ENSG00000259967.1	RP11-2E17.2
XLOC_011327	NotAvail
ENSG00000259417.2	LINC01314
G028475	Unknown
ENSG00000259361.5	LINC00927
G028478	Unknown
ENSG00000259495.2	RP11-210M15.2
G028481	Unknown
XLOC_011546	NotAvail
ENSG00000172379.18	ARNT2
G028484	Unknown
G028485	Unknown
ENSG00000258010.3	RP11-210M15.1
G028487	Unknown
G028488	Unknown
ENSG00000259175.1	RP11-379K22.2
ENSG00000270919.1	RP11-379K22.3
ENSG00000266542.1	MIR5572
G028490	Unknown
LCAG_022657	NotAvail
ENSG00000222139.1	RNU6-380P
ENSG00000136379.11	ABHD17C
G028494	Unknown
ENSG00000271983.1	RP11-28H5.2
G028497	Unknown
ENSG00000103888.15	CEMIP
G028499	Unknown
ENSG00000208003.1	MIR549A
ENSG00000259546.1	RP11-351M8.2
ENSG00000259649.4	RP11-351M8.1
ENSG00000117899.10	MESDC2
ENSG00000260619.1	RP11-775C24.3
ENSG00000265855.1	MIR4514
ENSG00000277782.1	RP11-775C24.5
ENSG00000140406.3	MESDC1
ENSG00000156206.13	C15orf26
G028504	Unknown
G028505	Unknown
G028506	Unknown
ENSG00000279834.1	RP11-775C24.4
CRCAG_041730	NotAvail
ENSG00000259461.1	ANP32BP3
G028508	Unknown
ENSG00000172349.16	IL16
G028510	Unknown
G028511	Unknown
G028512	Unknown
ENSG00000271725.1	RP11-761I4.4
G028513	Unknown
ENSG00000172345.13	STARD5
G028515	Unknown
ENSG00000259343.5	TMC3-AS1
ENSG00000188869.12	TMC3
ENSG00000273920.1	RP11-761I4.5
ENSG00000275995.1	CTD-2240J17.4
G028519	Unknown
ENSG00000278029.1	CTD-2240J17.2
ENSG00000278448.1	CTD-2240J17.3
XLOC_011329	NotAvail
ENSG00000259372.2	CTD-2240J17.1
ENSG00000259543.1	CTD-2034I4.1
G028521	Unknown
G028522	Unknown
ENSG00000259594.5	CTD-2034I4.2
G028525	Unknown
ENSG00000259610.1	RP11-499F3.1
ENSG00000259692.5	RP11-499F3.2
G028526	Unknown
XLOC_011549	NotAvail
G028529	Unknown
ENSG00000259445.1	RP11-276M12.1
G028530	Unknown
ENSG00000259622.1	RP11-597K23.1
XLOC_011551	NotAvail
ENSG00000183496.5	MEX3B
ENSG00000222521.1	AC026956.1
G028534	Unknown
ENSG00000259518.1	LINC01583
XLOC_011331	NotAvail
G028536	Unknown
G028537	Unknown
ENSG00000140598.13	EFTUD1
ENSG00000212170.1	RNU1-77P
G028539	Unknown
ENSG00000188659.9	SAXO2
ENSG00000274376.4	ADAMTS7P1
ENSG00000278662.4	GOLGA6L10
ENSG00000259429.5	UBE2Q2P2
ENSG00000237550.5	UBE2Q2P6
ENSG00000278202.1	RP11-152F13.8
ENSG00000197978.9	GOLGA6L9
LOC102724034	LOC102724034
ENSG00000275695.1	UBE2Q2P6
ENSG00000276710.4	CSPG4P10
ENSG00000255769.7	GOLGA2P10
ENSG00000278603.1	RP13-608F4.5
ENSG00000221095.1	AC245033.1
ENSG00000277741.4	GOLGA6L17P
ENSG00000259637.1	DNM1P38
ENSG00000182774.10	RPS17
ENSG00000260836.1	RP11-152F13.10
ENSG00000278013.1	RP11-379H8.1
ENSG00000214575.9	CPEB1
ENSG00000259462.2	CPEB1-AS1
ENSG00000103723.12	AP3B2
ENSG00000259707.1	RP11-752G15.4
ENSG00000228141.6	AC105339.1
ENSG00000259315.1	ACTG1P17
ENSG00000266697.1	AC105339.2
ENSG00000279758.1	RP11-752G15.10
ENSG00000259442.1	RP11-752G15.8
ENSG00000250988.7	SNHG21
ENSG00000252690.3	SCARNA15
ENSG00000186628.12	FSD2
ENSG00000277864.1	SCARNA15
ENSG00000280933.1	AC105339.3
ENSG00000156232.7	WHAMM
ENSG00000103942.12	HOMER2
XLOC_011334	NotAvail
ENSG00000280753.1	AC044907.1
G028573	Unknown
ENSG00000259805.1	RP11-382A20.5
ENSG00000169612.3	FAM103A1
ENSG00000169609.13	C15orf40
XLOC_011335	NotAvail
ENSG00000260608.1	RP11-382A20.7
ENSG00000064726.9	BTBD1
ENSG00000273747.1	RP11-90B9.3
ENSG00000259767.1	RP11-90B9.2
ENSG00000260351.1	RP11-382A20.6
ENSG00000259308.3	RP11-382A20.1
ENSG00000263643.1	MIR4515
G028582	Unknown
ENSG00000136404.15	TM6SF1
ENSG00000166503.8	HDGFRP3
ENSG00000260579.1	RP11-382A20.2
ENSG00000259986.1	RP11-382A20.4
XLOC_011336	NotAvail
ENSG00000169594.12	BNC1
G028589	Unknown
G028590	Unknown
G028592	Unknown
G028593	Unknown
ENSG00000140600.16	SH3GL3
ENSG00000223180.1	AC087738.1
XLOC_011338	NotAvail
G028595	Unknown
G028597	Unknown
ENSG00000156218.12	ADAMTSL3
G028599	Unknown
ENSG00000212374.1	RNU6-401P
ENSG00000261665.2	TUBAP4
ENSG00000200444.1	RNU6-1339P
G028600	Unknown
ENSG00000274128.1	RP11-342A23.2
G028601	Unknown
ENSG00000259609.1	RP11-342A23.1
ENSG00000259404.5	EFTUD1P1
ENSG00000280038.1	DNM1P41
ENSG00000259694.1	RP13-262C2.3
ENSG00000259511.1	UBE2Q2L
ENSG00000259726.1	CSPG4P11
ENSG00000225151.10	GOLGA2P7
ENSG00000221008.1	AC136698.1
ENSG00000278422.1	RN7SL331P
ENSG00000184206.11	GOLGA6L4
ENSG00000259633.1	UBE2Q2P8
ENSG00000259683.1	RP11-182J1.14
ENSG00000244056.3	RN7SL417P
ENSG00000259570.1	RP11-671M22.4
ENSG00000221247.1	AC243562.1
ENSG00000235370.6	DNM1P51
G028611	Unknown
ENSG00000272887.1	CSPG4P5
ENSG00000259538.1	UBE2Q2P11
ENSG00000259774.1	RP11-182J1.13
ENSG00000230373.8	GOLGA6L5P
ENSG00000278785.1	Metazoa_SRP
ENSG00000273531.1	AC243562.2
LOC642423_DUP1	LOC642423
ENSG00000197627.3	UBE2Q2P12
ENSG00000259551.1	RP11-182J1.10
DNM1P41_DUP1	DNM1P41
ENSG00000259302.1	RP11-182J1.11
XLOC_l2_004771	NotAvail
ENSG00000259244.1	RP11-182J1.12
ENSG00000189136.8	UBE2Q2P1
XLOC_011339	NotAvail
ENSG00000259728.5	LINC00933
ENSG00000275120.1	RP11-182J1.17
ENSG00000176371.13	ZSCAN2
G028617	Unknown
G028618	Unknown
ENSG00000256278.1	RP11-182J1.5
ENSG00000276278.1	RP11-182J1.3
G028620	Unknown
G028621	Unknown
ENSG00000176700.19	SCAND2P
ENSG00000254414.1	RP11-182J1.1
ENSG00000254779.4	EGLN1P1
ENSG00000177082.12	WDR73
ENSG00000277578.1	Metazoa_SRP
ENSG00000197696.9	NMB
ENSG00000140612.13	SEC11A
ENSG00000259654.1	RP11-245C17.2
G028627	Unknown
LCAG_023259	NotAvail
ENSG00000166716.9	ZNF592
ENSG00000259415.1	RP11-7M10.2
ENSG00000136383.6	ALPK3
G028630	Unknown
ENSG00000200991.1	SNORA25
ENSG00000156222.11	SLC28A1
ENSG00000207037.1	RNU6-339P
ENSG00000212388.1	RNU6-796P
ENSG00000271044.1	RP11-255M6.1
ENSG00000073417.14	PDE8A
G028633	Unknown
G028636	Unknown
G028639_grp1	Unknown
ENSG00000259270.1	RP11-561C5.1
ENSG00000259449.1	NIFKP8
G028639_grp2	Unknown
ENSG00000259295.6	CSPG4P12
ENSG00000229212.7	RP11-561C5.4
LOC642423_DUP2	LOC642423
ENSG00000221266.1	AC044860.1
ENSG00000277582.1	RN7SL428P
ENSG00000188388.10	GOLGA6L3
ENSG00000218052.5	ADAMTS7P4
ENSG00000259317.1	RP11-561C5.7
G028645	Unknown
G028646	Unknown
LCAG_023262	NotAvail
G028648	Unknown
ENSG00000170776.19	AKAP13
ENSG00000276648.1	MIR7706
ENSG00000251891.1	RNU7-79P
ENSG00000259630.2	CTD-2262B20.1
ENSG00000259375.1	RP11-815J21.2
ENSG00000259367.1	RP11-815J21.4
ENSG00000259276.1	RP11-815J21.3
ENSG00000202081.1	RNU6-1280P
ENSG00000259453.1	RP11-815J21.1
ENSG00000259544.1	RP11-158M2.2
ENSG00000259407.1	RP11-158M2.3
ENSG00000259762.1	RP11-158M2.4
ENSG00000259416.2	RP11-158M2.5
ENSG00000183655.12	KLHL25
ENSG00000221634.1	MIR1276
ENSG00000259195.1	RP11-158M2.6
ENSG00000252931.1	RNU6-231P
ENSG00000264406.1	MIR548AP
G028663	Unknown
G028665	Unknown
ENSG00000259608.1	RP11-23A22.1
G028667	Unknown
CRCAG_041765	NotAvail
G028669	Unknown
ENSG00000260758.1	RP11-553E24.3
XLOC_011341	NotAvail
ENSG00000260477.6	LINC01584
ENSG00000252964.1	RNA5SP400
ENSG00000261077.1	RP11-553E24.1
ENSG00000166748.12	AGBL1
ENSG00000200206.1	SNORD74
G028672	Unknown
G028673	Unknown
ENSG00000260125.1	AGBL1-AS1
ENSG00000259734.1	RP11-182L7.1
G028675	Unknown
G028676	Unknown
ENSG00000273540.1	RP11-133L19.3
ENSG00000281239.1	AC016987.1
ENSG00000259636.1	RP11-133L19.2
ENSG00000259620.1	RP11-133L19.1
G028678	Unknown
ENSG00000259761.1	RP11-138H10.2
G028681	Unknown
G028683	Unknown
G028684	Unknown
G028686	Unknown
G028687	Unknown
G028688	Unknown
XLOC_011567	NotAvail
ENSG00000259560.1	RP11-648K4.2
ENSG00000207150.1	RNU6-185P
G028690	Unknown
ENSG00000259527.2	LINC00052
G028693	Unknown
G028694	Unknown
G028696	Unknown
ENSG00000140538.16	NTRK3
G028698	Unknown
G028699	Unknown
G028700	Unknown
ENSG00000259183.1	MED28P6
ENSG00000260305.1	NTRK3-AS1
G028701	Unknown
G028705	Unknown
G028706	Unknown
G028707	Unknown
G028708	Unknown
ENSG00000259494.1	MRPL46
ENSG00000173867.8	RP11-97O12.7
ENSG00000181991.15	MRPS11
ENSG00000279945.1	RP11-97O12.5
G028713	Unknown
G028716	Unknown
ENSG00000271997.1	RP11-97O12.6
ENSG00000140543.13	DET1
G028717	Unknown
ENSG00000259569.2	RP11-97O12.3
ENSG00000249487.6	LINC01586
ENSG00000221630.2	MIR1179
ENSG00000207703.1	MIR7-2
MIR3529	MIR3529
G028719	Unknown
ENSG00000181026.14	AEN
ENSG00000172183.14	ISG20
G028721	Unknown
ENSG00000259676.1	RP11-343B18.2
ENSG00000157766.15	ACAN
G028724	Unknown
ENSG00000140511.11	HAPLN3
G028726	Unknown
ENSG00000140545.14	MFGE8
ENSG00000259350.2	RP11-63A23.2
ENSG00000259489.2	KRT18P47
ENSG00000265866.1	AC067805.1
G028730	Unknown
G028731	Unknown
ENSG00000261549.2	RP11-320A16.1
G028733	Unknown
G028734	Unknown
G028735	Unknown
ENSG00000260275.1	RP11-326A19.2
ENSG00000260123.1	RP11-326A19.4
XLOC_011344	NotAvail
ENSG00000261407.1	RP11-326A19.3
ENSG00000140526.16	ABHD2
G028740	Unknown
ENSG00000239151.1	RNU7-195P
ENSG00000259699.2	HMGB1P8
ENSG00000259948.2	RP11-326A19.5
G028743	Unknown
